path,label,class_name
"color/Pepper,_bell___Bacterial_spot/22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot 9117.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/2bb75692-d488-406d-bce0-c7eab42557c5___NREC_B.Spot 1922.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/3ff12256-cb79-4a74-8c2f-2df51b31d646___NREC_B.Spot 9242.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/7b371f7e-a8de-4b89-812d-0526237a6fea___JR_B.Spot 3404.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/820a7257-dc1d-46af-ba5a-b006c35fc1b1___JR_B.Spot 3116.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/8c9e49b1-c4ee-402e-b31b-a7b33e887d0c___JR_B.Spot 3313.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/d46517ef-7359-469f-9dd3-c8669c6cd889___NREC_B.Spot 1902.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/da357d28-8de5-4d71-9c44-3a5ea8dbb476___NREC_B.Spot 1910.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___Bacterial_spot/eaef6117-c055-401a-8851-cec16787b5d8___JR_B.Spot 3278.JPG",18,"Pepper,_bell___Bacterial_spot"
"color/Pepper,_bell___healthy/035746b5-cbe6-4e5d-9c3a-4bfc5c6cf5a1___JR_HL 7728.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/1daf2391-f049-4e01-b229-ffd7c00a1b73___JR_HL 8119.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/44b451a2-318d-4329-a54b-fc44ea29ccfe___JR_HL 8147.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/568a1f4a-c07c-48a5-8ea6-64b48008e85c___JR_HL 7616.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/5b415704-c5f6-4d94-9ab9-29340b7a3b8f___JR_HL 5971.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/7a44481e-a02a-4174-9927-b2ded2888da9___JR_HL 7966.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/87000a42-0484-45ed-96c1-14b6fa9895e5___JR_HL 7650.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/c0cc5199-5c3e-4bf1-acb5-3b38d26a3938___JR_HL 8781.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/d270bd0e-c248-4bbd-8aa8-fd4a13351772___JR_HL 8346.JPG",19,"Pepper,_bell___healthy"
"color/Pepper,_bell___healthy/db39cf0e-cfe0-49d1-a5ed-5d69faa26507___JR_HL 8756.JPG",19,"Pepper,_bell___healthy"
color/Potato___Early_blight/00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG,20,Potato___Early_blight
color/Potato___Early_blight/13ddd965-db42-4392-9798-fe0ba5ad7928___RS_Early.B 7631.JPG,20,Potato___Early_blight
color/Potato___Early_blight/1a38f06b-da2a-4c57-bef1-a73254896403___RS_Early.B 9178.JPG,20,Potato___Early_blight
color/Potato___Early_blight/25703c4f-ec40-4099-b249-a4fd07b07752___RS_Early.B 7040.JPG,20,Potato___Early_blight
color/Potato___Early_blight/306c45ac-6f97-4b7e-9fad-1c8c39870138___RS_Early.B 7673.JPG,20,Potato___Early_blight
color/Potato___Early_blight/4699d1d8-f931-4b1c-8fd4-03a58350a86d___RS_Early.B 8972.JPG,20,Potato___Early_blight
color/Potato___Early_blight/dcc46f93-d842-496d-980b-4b29a00551d5___RS_Early.B 8424.JPG,20,Potato___Early_blight
color/Potato___Early_blight/e7b48816-19f7-4dc2-bf52-dfbb85e1f59a___RS_Early.B 7240.JPG,20,Potato___Early_blight
color/Potato___Early_blight/ec9ea109-34c7-48c5-bbac-40a36b21fa05___RS_Early.B 8761.JPG,20,Potato___Early_blight
color/Potato___Early_blight/fbc7567e-ce08-4ad0-b8fe-ffd98296ce02___RS_Early.B 8607.JPG,20,Potato___Early_blight
color/Potato___Late_blight/2565077d-44d3-4213-82c2-bf5ae9a64368___RS_LB 3295.JPG,21,Potato___Late_blight
color/Potato___Late_blight/3cfeea97-88e1-42e6-b760-0fa125613e9c___RS_LB 4406.JPG,21,Potato___Late_blight
color/Potato___Late_blight/420b4d84-d621-4a64-a8bd-30042f1a6609___RS_LB 2778.JPG,21,Potato___Late_blight
color/Potato___Late_blight/68decf28-de55-477f-9435-56cda245a7ca___RS_LB 3195.JPG,21,Potato___Late_blight
color/Potato___Late_blight/73fb0463-c023-4749-8c37-dd11304de9b1___RS_LB 3112.JPG,21,Potato___Late_blight
color/Potato___Late_blight/75fd327f-c30c-4b73-b7a1-fd11aab8206e___RS_LB 2508.JPG,21,Potato___Late_blight
color/Potato___Late_blight/ab9b15fb-d4cc-4d67-a5bb-8b88f066c1db___RS_LB 4825.JPG,21,Potato___Late_blight
color/Potato___Late_blight/e3d4df7f-f184-453e-8a99-3cb0de5a2488___RS_LB 3959.JPG,21,Potato___Late_blight
color/Potato___Late_blight/e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,21,Potato___Late_blight
color/Potato___Late_blight/e9642678-b019-4ac2-a960-66fcccb2ccaa___RS_LB 2948.JPG,21,Potato___Late_blight
color/Potato___healthy/1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,22,Potato___healthy
color/Potato___healthy/1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,22,Potato___healthy
color/Potato___healthy/3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745.JPG,22,Potato___healthy
color/Potato___healthy/58a98860-86d8-41e7-9f8c-cc2ca5e90012___RS_HL 1758.JPG,22,Potato___healthy
color/Potato___healthy/5df30492-0b54-474d-8883-bba9474ca88f___RS_HL 1801.JPG,22,Potato___healthy
color/Potato___healthy/762672f4-17e6-4fd6-84f1-3bcb091b3ca5___RS_HL 5417.JPG,22,Potato___healthy
color/Potato___healthy/a1abff90-34e5-464d-b4d3-0c09f5924900___RS_HL 5414.JPG,22,Potato___healthy
color/Potato___healthy/b89db9d3-a413-4781-bc88-5f6c2085ab5f___RS_HL 1909.JPG,22,Potato___healthy
color/Potato___healthy/f0fdde26-78b4-46f0-9eb8-7c2a743d34aa___RS_HL 4165.JPG,22,Potato___healthy
color/Potato___healthy/fd92bd9c-02cb-4599-8673-9316159504a1___RS_HL 1927.JPG,22,Potato___healthy
color/Raspberry___healthy/0a74d671-0dc5-47fd-9e50-1ab0a9db634e___Mary_HL 6247.JPG,23,Raspberry___healthy
color/Raspberry___healthy/174c3316-f010-47bd-aef7-53826f8ec1dc___Mary_HL 6340.JPG,23,Raspberry___healthy
color/Raspberry___healthy/2f5293ed-9843-4c15-830e-94ea76b56c3a___Mary_HL 6368.JPG,23,Raspberry___healthy
color/Raspberry___healthy/3734da4f-b4d3-4457-b73e-1da889ff9ca1___Mary_HL 6347.JPG,23,Raspberry___healthy
color/Raspberry___healthy/6abc9c8d-1b31-4344-a39b-924ec6f8a8cb___Mary_HL 9223.JPG,23,Raspberry___healthy
color/Raspberry___healthy/7626213e-3f4a-4551-b7f0-3c0915e267d9___Mary_HL 9196.JPG,23,Raspberry___healthy
color/Raspberry___healthy/98226f66-15a1-40d5-9b62-04ae5b4fd8d5___Mary_HL 9159.JPG,23,Raspberry___healthy
color/Raspberry___healthy/9effa4a0-acd4-420c-bb44-535b4834ab67___Mary_HL 9295.JPG,23,Raspberry___healthy
color/Raspberry___healthy/b93108ac-bbc8-4fcd-9bae-9514ec2f3127___Mary_HL 6326.JPG,23,Raspberry___healthy
color/Raspberry___healthy/fc261eca-1110-4cd3-ae1b-a969680c9550___Mary_HL 6379.JPG,23,Raspberry___healthy
color/Soybean___healthy/00f09c0e-8129-4e1b-8b55-020c633beaf0___RS_HL 3934.JPG,24,Soybean___healthy
color/Soybean___healthy/15e79233-7aa4-4936-9b6a-646b3d716e33___RS_HL 3195.JPG,24,Soybean___healthy
color/Soybean___healthy/1e17cff8-5ea6-43bb-846b-1ddf4300555b___RS_HL 5516.JPG,24,Soybean___healthy
color/Soybean___healthy/1edd94a0-0f9d-4bdb-b083-78dfc250a54f___RS_HL 4630.JPG,24,Soybean___healthy
color/Soybean___healthy/6906c26d-aeb8-4499-906f-cb6a3d8a7aab___RS_HL 6063.JPG,24,Soybean___healthy
color/Soybean___healthy/9ec90649-46a7-40e9-9c3c-0c2bee445097___RS_HL 6123.JPG,24,Soybean___healthy
color/Soybean___healthy/bae32d39-98e3-4359-90ed-6f7acbc185d5___RS_HL 3047.JPG,24,Soybean___healthy
color/Soybean___healthy/c0b4cc70-a2e9-4fae-a182-237f65ec106b___RS_HL 2906.JPG,24,Soybean___healthy
color/Soybean___healthy/d602d171-14b8-407e-9f3a-fd91452177af___RS_HL 7430.JPG,24,Soybean___healthy
color/Soybean___healthy/f6e67c9d-cbeb-4d55-a2ef-64479e7dec65___RS_HL 4604.JPG,24,Soybean___healthy
color/Squash___Powdery_mildew/05ffc310-62be-4989-8c04-a175cee36fa9___UMD_Powd.M 0589.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/212ed39e-0afd-4cd2-900c-9a8222a3682d___MD_Powd.M 1072.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/5375fe15-22a3-4d8a-be7d-441ca93e80d2___MD_Powd.M 0096.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/5aadc6b9-051d-4864-9a28-8d83bd348373___MD_Powd.M 0934.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/94553138-aaec-4eaf-9eb5-97efe365d3ff___UMD_Powd.M 9712.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/b9928169-f41a-4c1a-bace-6a0266fdb2fa___MD_Powd.M 0791.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/d6b72076-046a-456b-af4a-686d00a9617d___UMD_Powd.M 0515.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/e5508a15-3f45-4ad2-ae51-19ccf272397c___MD_Powd.M 0850.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/e6a1e3f7-6901-4469-963b-f49d9b939717___UMD_Powd.M 0568.JPG,25,Squash___Powdery_mildew
color/Squash___Powdery_mildew/e76e069c-8e9c-4d2e-a2cf-5b84683f8c1e___MD_Powd.M 0124.JPG,25,Squash___Powdery_mildew
color/Strawberry___Leaf_scorch/29cc5bdf-3f0b-477c-94e4-5e30ed44e2f0___RS_L.Scorch 1185.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/43ca3d0d-6eb5-4994-9132-6b5d21fc4870___RS_L.Scorch 1181.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/58b3d736-7b13-40ba-a029-12fea133f062___RS_L.Scorch 1363.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/5e368f93-0d7a-430a-8254-63de473e6172___RS_L.Scorch 0824.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/6a19c4f6-e87a-4866-a468-3032fb20b699___RS_L.Scorch 1394.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/a8a746ee-d8c4-48c6-8601-cd72e7bbf235___RS_L.Scorch 9930.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/de1b1880-1e42-4f6e-95b4-a48c46ca9eeb___RS_L.Scorch 1519.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/e3c66dbd-4e68-46c0-881e-4fe95d6767a0___RS_L.Scorch 0151.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/f72c3e45-ee30-480d-8682-1c216866cdae___RS_L.Scorch 0948.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___Leaf_scorch/f8a87615-21a8-4511-9c67-e82394e55329___RS_L.Scorch 1341.JPG,26,Strawberry___Leaf_scorch
color/Strawberry___healthy/0de0d575-5dd7-4fca-b003-d4a13354c89d___RS_HL 4629.JPG,27,Strawberry___healthy
color/Strawberry___healthy/17a7354e-4d31-4b34-8efa-adc1a370b201___RS_HL 4692.JPG,27,Strawberry___healthy
color/Strawberry___healthy/1b9a47df-830d-4c52-b7e0-3180c8fee141___RS_HL 4482.JPG,27,Strawberry___healthy
color/Strawberry___healthy/2e89b7fa-24b0-48dd-8f2e-ec9c13b93b05___RS_HL 1992.JPG,27,Strawberry___healthy
color/Strawberry___healthy/5455791a-eeab-4665-841c-a38e68058b54___RS_HL 2135.JPG,27,Strawberry___healthy
color/Strawberry___healthy/7492e688-82ea-4de0-98ca-8cd648d64d20___RS_HL 2162.JPG,27,Strawberry___healthy
color/Strawberry___healthy/88c5dda1-d947-44bc-a3e7-a954070ab87f___RS_HL 4731.JPG,27,Strawberry___healthy
color/Strawberry___healthy/a5db3b2a-9806-45c1-b1f8-9d6f414222f2___RS_HL 2067.JPG,27,Strawberry___healthy
color/Strawberry___healthy/bf22767d-2690-40b4-8991-b49ccd749cdc___RS_HL 2023.JPG,27,Strawberry___healthy
color/Strawberry___healthy/ce4aa9cf-c499-4ed5-bdfd-f7be230b3bfb___RS_HL 4523.JPG,27,Strawberry___healthy
color/Tomato___Bacterial_spot/02fd4e60-db82-441c-87f6-08de768a4462___GCREC_Bact.Sp 5547.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/0b13b997-9957-4029-b2a4-ef4a046eb088___UF.GRC_BS_Lab Leaf 0595.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/1664fff5-8d2e-4615-a448-2dd093c0df82___GCREC_Bact.Sp 3290.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/1d2bcd85-fdb7-4294-ba11-eb58373b4474___GCREC_Bact.Sp 3092.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/40889410-0558-4ac6-a92c-7b715a603329___GCREC_Bact.Sp 3847.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/71206367-de88-4a81-a1e8-c11b27c4e8de___UF.GRC_BS_Lab Leaf 9272.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/8e7bdca5-a018-4553-9571-2f631eb5de6c___UF.GRC_BS_Lab Leaf 0417.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/94d4258f-e148-4b1f-a38b-8679ababce17___UF.GRC_BS_Lab Leaf 0229.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/b26ccea5-3d59-45ad-9957-983c2547d915___GCREC_Bact.Sp 6131.JPG,28,Tomato___Bacterial_spot
color/Tomato___Bacterial_spot/f82504ab-2205-4b5e-968f-225eff5b22fb___GCREC_Bact.Sp 3705.JPG,28,Tomato___Bacterial_spot
color/Tomato___Early_blight/48160d05-d3e5-44bb-810e-18d08407b529___RS_Erly.B 9606.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/53c47cc3-e958-4e9a-811a-e19e99ef0a8c___RS_Erly.B 6373.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/752de1b6-d4be-4741-9812-3681c6bd4b40___RS_Erly.B 8308.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/84fe717f-2161-43c2-ad2f-ee2678a31e9f___RS_Erly.B 9416.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/a54e9f9d-e56b-4097-83c2-b137f9111edf___RS_Erly.B 9411.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/b5367f51-874a-4202-a6b6-02327196fd93___RS_Erly.B 8235.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/b5c94157-7110-420f-99fc-040594d6ff12___RS_Erly.B 9474.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/c63ff9c7-0422-4a71-8727-7c2581fdee6e___RS_Erly.B 9406.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/e332b0b1-ed0c-49b0-aad2-da29a8636126___RS_Erly.B 9418.JPG,29,Tomato___Early_blight
color/Tomato___Early_blight/fad513f7-c56a-439a-9a5b-515bd0fc8151___RS_Erly.B 9458.JPG,29,Tomato___Early_blight
color/Tomato___Late_blight/01425d17-4c97-46e3-b395-c1453b78ab78___GHLB2 Leaf 9100.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/08a723e4-6b51-4395-8013-b1f3f03709b8___GHLB2 Leaf 8967.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/0ead4ae7-b14a-4f00-862b-f8ca126136ec___GHLB2 Leaf 89.2.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/35c64b94-b2f4-456d-b55f-a376827186c2___GHLB2 Leaf 129.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/50b8801e-390e-4117-918e-cad1c1af16b4___RS_Late.B 5232.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/5aac391c-87ed-44cd-84f0-a7bf235003fd___RS_Late.B 4842.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/7f847477-1111-4f20-9de5-56153bee415b___RS_Late.B 5049.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/e33f0c2f-ff87-42e2-a31f-aaf232e67e10___RS_Late.B 5231.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/e6703c22-86f7-4bdf-9733-072180761976___RS_Late.B 5522.JPG,30,Tomato___Late_blight
color/Tomato___Late_blight/e9ef618a-46ef-4e2d-a76e-a2423336b29b___GHLB_PS Leaf 43 Day 18.jpg,30,Tomato___Late_blight
color/Tomato___Leaf_Mold/4699bc00-7eed-4e6a-b701-15218a40bcb1___Crnl_L.Mold 8760.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/528ee5e6-6c7f-4676-9fe2-fe3956a73b00___Crnl_L.Mold 6739.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/8fbf1dbe-bce8-47a9-98a9-fc7b64576cc7___Crnl_L.Mold 6780.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/9ab60a88-cd38-43c0-998d-4503e4bdc8b2___Crnl_L.Mold 6749.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/af1c1bf4-43b5-47ff-aade-ebd32635f77a___Crnl_L.Mold 7045.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/c02f3863-3012-4f3a-873e-8003d73a54f9___Crnl_L.Mold 6520.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/c2c1d52c-c090-4399-ba9c-4f1597bfe900___Crnl_L.Mold 6989.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/cfd41486-76c4-4a0e-b61b-848a4afdc553___Crnl_L.Mold 7157.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/eca409c5-fd2b-4fab-9a54-4fad60a205d8___Crnl_L.Mold 8875.JPG,31,Tomato___Leaf_Mold
color/Tomato___Leaf_Mold/fe00923d-7acb-4a3b-9104-e2d429181e5d___Crnl_L.Mold 6822.JPG,31,Tomato___Leaf_Mold
color/Tomato___Septoria_leaf_spot/491d430e-fdc0-4235-8632-bf41b3455fc5___Matt.S_CG 7784.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/4ca205ed-57b5-4d2a-ba00-a706e9b9ffed___Keller.St_CG 1966.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/6a3ae349-27f8-468c-a1ad-7ddfc31e3435___JR_Sept.L.S 2471.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/7e80e827-c4ad-422d-8387-5679797db4ab___Matt.S_CG 1213.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/a80c4ed9-e82e-462f-9d29-ee1a43bb0be0___JR_Sept.L.S 8415.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/b37047b7-2e50-4b67-8a37-bf9aa243b53e___Matt.S_CG 2632.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/c4ffa72c-748c-4697-9034-75abe541f5c7___JR_Sept.L.S 2472.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/cd2cd0c6-bf72-4bfb-9647-58f5358638d4___Matt.S_CG 6020.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/d2c083f5-2817-4fe3-b258-da25cbee36d5___Matt.S_CG 7665.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Septoria_leaf_spot/e94aaf1a-0c1b-4020-87f0-93c74f929f1c___JR_Sept.L.S 8496.JPG,32,Tomato___Septoria_leaf_spot
color/Tomato___Spider_mites Two-spotted_spider_mite/3046afbf-4a9a-41fb-a64f-3f9e75af08e7___Com.G_SpM_FL 1623.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/3c0df0a9-32f7-4f30-9b50-09aac666701e___Com.G_SpM_FL 8422.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/497e7ecf-8350-4490-9946-b6e55f90d382___Com.G_SpM_FL 1423.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/4da271e5-a4db-458a-b09c-caa83f8c6eb9___Com.G_SpM_FL 9364.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/515b6f36-73a7-4535-b7c4-0ead02abd698___Com.G_SpM_FL 1589.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/5dead4dc-bc58-4470-9d86-3d5cb6be14b7___Com.G_SpM_FL 1471.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/6b769652-dc4d-43ba-b6e1-b1b0da57a9fc___Com.G_SpM_FL 8677.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/a1182087-7d2d-439f-917f-26c63fc7ee3d___Com.G_SpM_FL 9473.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/a80f6d23-395d-4a7e-bd55-805e723f2b45___Com.G_SpM_FL 9622.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Spider_mites Two-spotted_spider_mite/f5cf6938-855e-479f-b909-a9bc12fcb76c___Com.G_SpM_FL 8733.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
color/Tomato___Target_Spot/2d918628-2486-4303-8e68-07fdefe3ae6b___Com.G_TgS_FL 9729.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/70ff96c1-499a-4e6e-b5ef-5ad0e40c18d5___Com.G_TgS_FL 0665.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/83daec94-24b8-46d3-8619-eb0b3ae8877b___Com.G_TgS_FL 8071.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/887c764a-d253-44c5-bc81-16fc1782cfd9___Com.G_TgS_FL 9957.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/8b704194-2383-4bab-8a5b-9429ffc01b85___Com.G_TgS_FL 0930.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/8d5ad6d9-7070-4022-a423-6812a09823f5___Com.G_TgS_FL 1029.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/acad7d53-5c67-48e9-a383-af6ced180029___Com.G_TgS_FL 8150.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/d0027625-3a04-4187-a80d-2d004127b1cb___Com.G_TgS_FL 9760.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/d8dc43cb-1b98-439f-afd4-257b445dd6b8___Com.G_TgS_FL 1010.JPG,34,Tomato___Target_Spot
color/Tomato___Target_Spot/f2977510-dab7-46cf-9953-2f898c61151f___Com.G_TgS_FL 0724.JPG,34,Tomato___Target_Spot
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/1d4fd3e9-0b14-4eb4-8034-699cf0c4ca3e___YLCV_NREC 2583.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/28e4159d-d813-4422-9805-406b4fd141ac___UF.GRC_YLCV_Lab 02491.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/83afa77a-0593-41f4-a395-63d59df33d5d___UF.GRC_YLCV_Lab 01606.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/a4744d9f-8ba8-4bd4-aa0f-1bdf38d8b5bd___UF.GRC_YLCV_Lab 01881.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/a6ea8957-d915-4b61-9cdd-f3d1bfdd946d___YLCV_NREC 0310.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/aa164b32-92ec-44f3-b94a-8bf4f2ea0a87___UF.GRC_YLCV_Lab 02369.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/b37832aa-7585-436a-b434-b3d1a2c62c03___YLCV_GCREC 2460.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/dba2c650-207f-43af-b14d-c7a46bd9cf70___YLCV_NREC 0210.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/e9688f99-9a4a-4d39-91c3-d4ea5a25e591___YLCV_GCREC 2919.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_Yellow_Leaf_Curl_Virus/f1657ef6-fb99-47a4-87d2-c6bf646ef1ef___UF.GRC_YLCV_Lab 02533.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
color/Tomato___Tomato_mosaic_virus/227c893f-5a46-4df3-859d-ba3a74e4cb82___PSU_CG 2277.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/6e8fac68-5902-4a78-a5c1-05c1c9dd006f___PSU_CG 2343.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/71aa5741-6923-4593-9a23-bc7f58dc40b2___PSU_CG 2183.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/8af472ce-108f-4478-807f-cdf8f4cbdceb___PSU_CG 2218.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/bfe4e207-18c5-46cb-9022-0a94c6826f81___PSU_CG 2234.JPG,36,Tomato___Tomato_mosaic_virus
color/Tomato___Tomato_mosaic_virus/cc8059de-bae3-4ace-b6a5-f12a07fef342___PSU_CG 2410.JPG,36,Tomato___Tomato_mosaic_virus
